Nome da imagem            Identifi Nome da sessão       Sessão# Uso de memór Status          Nome de usuário                                    Tempo de CPU Título da janela                                                         
========================= ======== ================ =========== ============ =============== ================================================== ============ ======================================================================== 
System Idle Process              0 Services                   0          8 K Unknown         AUTORIDADE NT\SISTEMA                                 712:18:59 N/A                                                                      
nvcontainer.exe              11600 Console                    1     36.120 K Running         ALIEN\thyag                                             0:00:10 {2A335767-FC94-417F-ABC4-B4122ADBEE60}                                   
nvcontainer.exe              11472 Console                    1    112.204 K Running         ALIEN\thyag                                             0:00:52 BroadcastListenerWindow                                                  
logioptionsplus_agent.exe     5892 Console                    1    263.696 K Running         ALIEN\thyag                                             0:10:05 N/A                                                                      
sihost.exe                    7480 Console                    1     50.392 K Running         ALIEN\thyag                                             0:02:45 N/A                                                                      
svchost.exe                   9000 Console                    1     15.932 K Unknown         ALIEN\thyag                                             0:00:01 N/A                                                                      
svchost.exe                   8928 Console                    1     48.556 K Unknown         ALIEN\thyag                                             0:00:24 N/A                                                                      
svchost.exe                  11228 Console                    1     11.324 K Unknown         ALIEN\thyag                                             0:00:00 N/A                                                                      
svchost.exe                  11856 Console                    1     47.600 K Running         ALIEN\thyag                                             0:00:46 Windows Push Notifications Platform                                      
taskhostw.exe                11948 Console                    1     30.924 K Running         ALIEN\thyag                                             0:00:11 Task Host Window                                                         
svchost.exe                  11832 Services                   0     30.168 K Unknown         N/A                                                     0:00:57 N/A                                                                      
svchost.exe                   5296 Services                   0     27.344 K Unknown         N/A                                                     0:00:15 N/A                                                                      
explorer.exe                  5464 Console                    1    461.452 K Running         ALIEN\thyag                                             0:08:53 N/A                                                                      
svchost.exe                  11952 Services                   0     17.152 K Unknown         N/A                                                     0:01:40 N/A                                                                      
svchost.exe                  13180 Console                    1     49.532 K Running         ALIEN\thyag                                             0:00:03 OLEChannelWnd                                                            
logi_crashpad_handler.exe    12440 Services                   0      6.432 K Unknown         N/A                                                     0:00:00 N/A                                                                      
logi_crashpad_handler.exe     4436 Console                    1      7.964 K Running         ALIEN\thyag                                             0:00:00 N/A                                                                      
SearchHost.exe               13384 Console                    1    304.424 K Running         ALIEN\thyag                                             0:00:13 Pesquisar                                                                
StartMenuExperienceHost.e    13408 Console                    1    161.924 K Running         ALIEN\thyag                                             0:00:07 Iniciar                                                                  
Widgets.exe                  13556 Console                    1     72.696 K Running         ALIEN\thyag                                             0:00:07 N/A                                                                      
nvsphelper64.exe             13720 Console                    1     16.296 K Running         ALIEN\thyag                                             0:00:54 {1274D398-C3C8-422E-87DD-2FAFFD5A7F2F}                                   
NVIDIA Overlay.exe           13768 Console                    1    142.868 K Running         ALIEN\thyag                                             0:00:25 NVIDIA GeForce Overlay                                                   
svchost.exe                  13940 Services                   0     35.016 K Unknown         N/A                                                     0:00:15 N/A                                                                      
RuntimeBroker.exe            14160 Console                    1     70.736 K Running         ALIEN\thyag                                             0:00:20 N/A                                                                      
svchost.exe                  14188 Console                    1     26.716 K Unknown         ALIEN\thyag                                             0:00:01 N/A                                                                      
WidgetService.exe            13360 Console                    1     32.256 K Running         ALIEN\thyag                                             0:00:02 N/A                                                                      
RuntimeBroker.exe            14216 Console                    1     56.356 K Running         ALIEN\thyag                                             0:00:05 OLEChannelWnd                                                            
NVIDIA Overlay.exe           14812 Console                    1     64.688 K Unknown         ALIEN\thyag                                             0:00:30 N/A                                                                      
NVIDIA Overlay.exe           15152 Console                    1     24.288 K Unknown         ALIEN\thyag                                             0:00:00 N/A                                                                      
NVIDIA Overlay.exe           15168 Console                    1     34.976 K Unknown         ALIEN\thyag                                             0:00:01 N/A                                                                      
NVIDIA Overlay.exe           15176 Console                    1     86.480 K Unknown         ALIEN\thyag                                             0:00:04 N/A                                                                      
dllhost.exe                  13364 Console                    1     22.080 K Running         ALIEN\thyag                                             0:00:00 OleMainThreadWndName                                                     
PowerToys.exe                15796 Console                    1     38.608 K Running         ALIEN\thyag                                             0:00:02 PToyTrayIconWindow                                                       
NahimicSvc64.exe             11756 Console                    1      3.188 K Running         ALIEN\thyag                                             0:00:01 N/A                                                                      
NahimicSvc32.exe             13148 Console                    1      8.012 K Running         ALIEN\thyag                                             0:03:00 N/A                                                                      
ctfmon.exe                   18368 Console                    1     60.544 K Running         ALIEN\thyag                                             0:00:09 N/A                                                                      
PowerToys.AlwaysOnTop.exe    17644 Console                    1     13.732 K Running         ALIEN\thyag                                             0:00:04 N/A                                                                      
PowerToys.Awake.exe          17868 Console                    1     18.620 K Running         ALIEN\thyag                                             0:00:01 P                                                                        
PowerToys.ColorPickerUI.e    17924 Console                    1     93.320 K Running         ALIEN\thyag                                             0:00:05 CiceroUIWndFrame                                                         
PowerToys.CropAndLock.exe    17984 Console                    1      3.032 K Running         ALIEN\thyag                                             0:00:00 N/A                                                                      
PowerToys.FancyZones.exe     17808 Console                    1     48.628 K Running         ALIEN\thyag                                             0:00:44 N/A                                                                      
